word,origin_language,reltype
مبچر,Arabic,inherited_from
φουφού,Greek,derived_from
revizionista,German,derived_from
diluvo,Italian,borrowed_from
glaciale,Latin,derived_from
subreptice,Latin,borrowed_from
carstgaun,Latin,inherited_from
مخمور,Arabic,borrowed_from
fixe,French,derived_from
alterna,Italian,borrowed_from
palmated,Latin,derived_from
كورة,Arabic,inherited_from
φουφού,Greek,derived_from
blastomer,French,borrowed_from
lustre,Italian,borrowed_from
beštima,Italian,derived_from
φουφού,Greek,derived_from
frankament,Italian,borrowed_from
curge,Latin,inherited_from
κορίτς,Greek,derived_from
casetă,Italian,borrowed_from
peyzaj,French,borrowed_from
omsonst,German,derived_from
kaleidoszkóp,German,derived_from
φουφού,Greek,derived_from
enolog,French,borrowed_from
ekspeditør,French,derived_from
φουφού,Greek,derived_from
adónico,Latin,derived_from
lyriker,German,derived_from
oliven,German,derived_from
absoluttering,Latin,derived_from
कक्षा,Hindi,borrowed_from
पुलटिस,Hindi,derived_from
مقلة,Arabic,inherited_from
ياهل,Arabic,inherited_from
प्याज,Hindi,borrowed_from
impardonabil,French,borrowed_from
podofilină,French,borrowed_from
देवभाषा,Hindi,borrowed_from
rebel,German,borrowed_from
प्याज,Hindi,borrowed_from
κορίτς,Greek,derived_from
cambist,Italian,derived_from
flambíroz,French,derived_from
viaduct,German,borrowed_from
korespondo,Italian,borrowed_from
sinæp,Latin,derived_from
skela,Italian,derived_from
سلة,Arabic,inherited_from
estatwa,Latin,derived_from
कक्षा,Hindi,borrowed_from
φουφού,Greek,derived_from
یبوست,Arabic,borrowed_from
nefand,Latin,derived_from
اندلس,Arabic,derived_from
masíroz,French,derived_from
समोष,Hindi,borrowed_from
aldehyd,German,borrowed_from
beef olive,French,borrowed_from
akrobatika,German,derived_from
caddy,French,derived_from
kadra,Italian,derived_from
violoncel,Italian,borrowed_from
रोटी,Hindi,borrowed_from
φουφού,Greek,derived_from
kjemikalie,German,derived_from
प्याज,Hindi,borrowed_from
κορίτς,Greek,derived_from
اتفاق,Arabic,derived_from
spjega,Italian,borrowed_from
φουφού,Greek,derived_from
मरीयमिपुत्र,Hindi,derived_from
pattino,French,borrowed_from
لوقا,Arabic,derived_from
فهم,Arabic,inherited_from
montueux,Latin,borrowed_from
criminality,French,derived_from
ariolation,Latin,derived_from
terapeut,French,borrowed_from
sufficiente,Latin,derived_from
حویلی,Arabic,derived_from
sumar,Latin,borrowed_from
कर्गद,Hindi,borrowed_from
कर्गद,Hindi,borrowed_from
دلوقتي,Arabic,derived_from
φουφού,Greek,derived_from
سميط,Arabic,derived_from
compactibilitate,French,borrowed_from
تنین,Arabic,borrowed_from
κορτσόπον,Greek,derived_from
κορτσόπον,Greek,derived_from
attività,Italian,borrowed_from
κορίτς,Greek,derived_from
abominabil,French,borrowed_from
انتقل,Arabic,inherited_from
ersätta,German,derived_from
اعماق,Arabic,borrowed_from
سائەت,Arabic,derived_from
κορίτς,Greek,derived_from
albahdir,Italian,derived_from
زعلان,Arabic,inherited_from
voetsoldaat,Italian,derived_from
féal,Latin,inherited_from
baye,French,inherited_from
giljotin,French,derived_from
هدد,Arabic,inherited_from
schwarzbier,German,borrowed_from
κορίτς,Greek,derived_from
κορτσόπον,Greek,derived_from
sondar,German,borrowed_from
اشتغل,Arabic,inherited_from
passjoni,Italian,borrowed_from
anegdota,German,borrowed_from
isolé,Italian,borrowed_from
dirigent,German,borrowed_from
mylen,Latin,derived_from
eutrofie,French,borrowed_from
dôka,German,borrowed_from
żnerva,Italian,borrowed_from
شهریه,Arabic,borrowed_from
تعشى,Arabic,inherited_from
šajser,German,derived_from
hidrógeno,French,borrowed_from
desigram,French,derived_from
pastorală,Italian,borrowed_from
درعهده,Arabic,derived_from
larve,Latin,derived_from
ġenerazzjoni,Italian,borrowed_from
प्याज,Hindi,borrowed_from
grappa,Italian,borrowed_from
covèrcio,Latin,inherited_from
جهاز,Arabic,borrowed_from
locotenență,Italian,borrowed_from
κορίτς,Greek,derived_from
हिन्दु,Hindi,borrowed_from
destino,Italian,borrowed_from
geodesy,French,borrowed_from
reticuot,Italian,derived_from
जिल्ला,Hindi,derived_from
اعتبارا,Arabic,derived_from
मरीयमिपुत्र,Hindi,derived_from
baldresca,Italian,borrowed_from
tournée,French,borrowed_from
ضروری,Arabic,derived_from
gás,French,borrowed_from
κορίτς,Greek,derived_from
κορίτς,Greek,derived_from
trwa,French,derived_from
basset,Italian,derived_from
completamente,Italian,borrowed_from
populaari,Latin,derived_from
معلومات,Arabic,borrowed_from
ورشة,Arabic,inherited_from
lavetta,French,derived_from
انفهق,Arabic,inherited_from
żnatura,Italian,borrowed_from
disciplineren,French,borrowed_from
chiragra,Latin,borrowed_from
garnizono,French,borrowed_from
parangon,Italian,derived_from
ergotamine,German,borrowed_from
pagát,German,derived_from
अङ्ग्रेजी,Hindi,derived_from
κορίτς,Greek,derived_from
acvariu,Italian,borrowed_from
φουφού,Greek,derived_from
trauma,German,derived_from
अख़बार,Hindi,borrowed_from
متين,Arabic,inherited_from
انفجار,Arabic,borrowed_from
نهاية,Arabic,learned_borrowing_from
alternant,French,borrowed_from
κορίτς,Greek,derived_from
fynsterbret,German,borrowed_from
ciale,Latin,inherited_from
cupetta,Italian,derived_from
ارتعاش,Arabic,borrowed_from
अस्पृश्यता,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
fraktur,German,derived_from
saláta,Latin,derived_from
akkreditál,German,derived_from
نزل,Arabic,inherited_from
غلطي,Arabic,derived_from
geode,French,borrowed_from
graffito,Italian,borrowed_from
net,German,borrowed_from
lateritic,French,borrowed_from
φουφού,Greek,derived_from
tuut,German,borrowed_from
kaperi,German,borrowed_from
dedentiție,French,borrowed_from
omi,Italian,borrowed_from
أكل,Arabic,inherited_from
mason,French,borrowed_from
kokárda,German,derived_from
κορίτς,Greek,derived_from
kritizál,German,borrowed_from
مەملىكەت,Arabic,borrowed_from
sunnundag,Latin,derived_from
φουφού,Greek,derived_from
repetent,German,borrowed_from
κορτσόπον,Greek,derived_from
rosso corsa,Italian,borrowed_from
ŝorbeto,French,derived_from
अङ्ग्रेजी,Hindi,derived_from
sugestivitate,French,borrowed_from
بالسيف,Arabic,inherited_from
schizophrenia,German,derived_from
efflorescence,French,borrowed_from
adjektiiv,Latin,derived_from
pavstur,German,derived_from
aduyar,Latin,inherited_from
φουφού,Greek,derived_from
lupercalii,Latin,borrowed_from
tezaur,Latin,borrowed_from
κορτσόπον,Greek,derived_from
keton,German,derived_from
मरीयमिपुत्र,Hindi,derived_from
galand,German,borrowed_from
चाय,Hindi,borrowed_from
marelica,German,borrowed_from
comparsa,Italian,borrowed_from
centralizmus,German,derived_from
κορτσόπον,Greek,derived_from
طبخ,Arabic,inherited_from
φουφού,Greek,derived_from
پەرق,Arabic,borrowed_from
κορτσόπον,Greek,derived_from
dáma,French,derived_from
benzin,French,derived_from
skærtse,German,borrowed_from
-ièr,Latin,inherited_from
varicos,French,borrowed_from
erlaben,German,derived_from
grafiti,Italian,borrowed_from
ermelin,German,borrowed_from
epicureeër,Latin,learned_borrowing_from
cortissimo,Italian,borrowed_from
label,French,borrowed_from
سابق,Arabic,borrowed_from
अस्पृश्यता,Hindi,borrowed_from
cilindrurie,French,borrowed_from
decerna,French,borrowed_from
ramolit,French,derived_from
κορίτς,Greek,derived_from
κορίτς,Greek,derived_from
nassa,Italian,borrowed_from
κορτσόπον,Greek,derived_from
korrupsiya,Latin,derived_from
φουφού,Greek,derived_from
φουφού,Greek,derived_from
φουφού,Greek,derived_from
फिरङ्ग,Hindi,derived_from
larie,German,derived_from
cursief,Latin,derived_from
net,French,borrowed_from
جربان,Arabic,inherited_from
repetir,Latin,borrowed_from
viola da gamba,Italian,borrowed_from
बरफ,Hindi,derived_from
शैंपू,Hindi,derived_from
κορτσόπον,Greek,derived_from
φουφού,Greek,derived_from
vannstand,German,derived_from
voyer,Latin,inherited_from
leal,Italian,borrowed_from
decagram,French,borrowed_from
κορίτς,Greek,derived_from
betel,French,borrowed_from
geodézia,German,derived_from
remedio,Italian,borrowed_from
κορίτς,Greek,derived_from
lancun,Italian,borrowed_from
apatis,German,derived_from
pulírovat,German,derived_from
κορτσόπον,Greek,derived_from
metagenetic,French,borrowed_from
glikoso,Italian,borrowed_from
φουφού,Greek,derived_from
veziro,German,borrowed_from
drapo,French,derived_from
pexa,Latin,derived_from
φουφού,Greek,derived_from
gilza,German,derived_from
doktorandusz,German,derived_from
indemonstrabil,French,borrowed_from
رابطه,Arabic,borrowed_from
φουφού,Greek,derived_from
prorrogació,Latin,derived_from
mìn,French,borrowed_from
appunta,Italian,borrowed_from
camionetă,French,borrowed_from
giacere,Latin,inherited_from
النرويج,Arabic,inherited_from
sajla,German,derived_from
retrográd,German,derived_from
जिल्ला,Hindi,derived_from
importanti,Italian,borrowed_from
اموال,Arabic,derived_from
diabolus,Latin,borrowed_from
मरीयमिपुत्र,Hindi,derived_from
strapats,German,borrowed_from
ديما,Arabic,inherited_from
پەقەت,Arabic,borrowed_from
refreng,French,derived_from
مسلمان,Arabic,derived_from
komunisme,German,derived_from
देवभाषा,Hindi,borrowed_from
epický,Latin,derived_from
spumozitate,French,borrowed_from
tranchar,Italian,derived_from
κορτσόπον,Greek,derived_from
पुलटिस,Hindi,derived_from
maketti,French,borrowed_from
κορίτς,Greek,derived_from
oulhar,Latin,inherited_from
pandispanya,Italian,derived_from
سبع,Arabic,inherited_from
अनौठो,Hindi,derived_from
बरफ,Hindi,derived_from
कर्गद,Hindi,borrowed_from
κορίτς,Greek,derived_from
felheccel,German,derived_from
petroglifă,French,borrowed_from
gwerra,Italian,borrowed_from
monarquia,Latin,derived_from
κορίτς,Greek,derived_from
fierbe,Latin,inherited_from
oarã,Latin,derived_from
φουφού,Greek,derived_from
φουφού,Greek,derived_from
शैंपू,Hindi,derived_from
κορίτς,Greek,derived_from
szinonima,German,derived_from
-se,Latin,derived_from
beldar,Latin,derived_from
halti,German,borrowed_from
klassista,Italian,borrowed_from
komposto,Italian,derived_from
baz,French,borrowed_from
riscjo,Italian,borrowed_from
φουφού,Greek,derived_from
प्याज,Hindi,borrowed_from
cirkus,German,derived_from
recourse,Latin,derived_from
movimientu,Latin,derived_from
admiraal,Italian,derived_from
fractura,French,borrowed_from
imperiós,Latin,derived_from
هون,Arabic,inherited_from
hemoglobinometrie,French,borrowed_from
κορίτς,Greek,derived_from
esférico,Latin,derived_from
चाय,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
šaltati,German,derived_from
طبيعة,Arabic,inherited_from
barbár,German,derived_from
κορτσόπον,Greek,derived_from
campagna,Latin,inherited_from
turup,German,derived_from
lexematic,French,borrowed_from
κορτσόπον,Greek,derived_from
parapantă,French,borrowed_from
जिल्ला,Hindi,derived_from
अङ्ग्रेजी,Hindi,derived_from
خیرلو,Arabic,derived_from
φουφού,Greek,derived_from
putride,Latin,borrowed_from
rorqual,French,borrowed_from
polizaharidă,French,borrowed_from
κορίτς,Greek,derived_from
قاتل,Arabic,borrowed_from
φουφού,Greek,derived_from
انحاز,Arabic,inherited_from
कर्गद,Hindi,borrowed_from
diagnoszta,Latin,derived_from
अनौठो,Hindi,derived_from
turcologie,German,borrowed_from
κορίτς,Greek,derived_from
شنو,Arabic,inherited_from
bergstock,German,borrowed_from
pulgón,Latin,inherited_from
emotioneren,French,borrowed_from
busiate,Italian,borrowed_from
experiência,Latin,borrowed_from
camée,Italian,derived_from
scaliolă,Italian,borrowed_from
kadavereus,Latin,derived_from
بيضة,Arabic,inherited_from
अस्पृश्यता,Hindi,borrowed_from
dramaturg,German,borrowed_from
beccafico,Italian,borrowed_from
أبعد,Arabic,learned_borrowing_from
φουφού,Greek,derived_from
تشتت,Arabic,inherited_from
κορίτς,Greek,derived_from
luciform,Latin,derived_from
nekrologo,German,derived_from
magnetoterapie,French,borrowed_from
schuss,German,borrowed_from
रोटी,Hindi,borrowed_from
अङ्ग्रेजी,Hindi,derived_from
pilaster,Italian,derived_from
कक्षा,Hindi,borrowed_from
φουφού,Greek,derived_from
κορίτς,Greek,derived_from
spumoni,Italian,borrowed_from
अख़बार,Hindi,borrowed_from
frondós,Latin,derived_from
अस्पृश्यता,Hindi,borrowed_from
miogramă,French,borrowed_from
cèntim,French,borrowed_from
versatil,Latin,derived_from
azilant,German,borrowed_from
हिन्दु,Hindi,borrowed_from
ples,Latin,derived_from
operatør,French,derived_from
offentleg,German,derived_from
hibridiza,German,borrowed_from
κορτσόπον,Greek,derived_from
φουφού,Greek,derived_from
permetre,Latin,derived_from
brueto,French,borrowed_from
sammenhæng,German,derived_from
quarantine,Italian,derived_from
خبر,Arabic,inherited_from
طعن,Arabic,inherited_from
κορτσόπον,Greek,derived_from
काफी,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
पुलटिस,Hindi,derived_from
hockeyer,French,borrowed_from
चाय,Hindi,borrowed_from
κορίτς,Greek,derived_from
काफी,Hindi,borrowed_from
librerija,Italian,borrowed_from
passagem,French,borrowed_from
fit,German,derived_from
جائز,Arabic,learned_borrowing_from
caresser,Italian,borrowed_from
cannolo,Italian,borrowed_from
løytnant,German,derived_from
imprimatúra,German,borrowed_from
إيه,Arabic,inherited_from
facțiune,Latin,derived_from
gegenschein,German,borrowed_from
marinist,Italian,borrowed_from
calviție,French,borrowed_from
instrumentist,French,borrowed_from
campus,Latin,borrowed_from
esparadrap,Italian,derived_from
håndverker,German,derived_from
مرصبان,Arabic,derived_from
idea,Italian,borrowed_from
fresko,Italian,borrowed_from
φουφού,Greek,derived_from
absentere,German,borrowed_from
تأكد,Arabic,inherited_from
دفي,Arabic,inherited_from
à la,French,borrowed_from
φουφού,Greek,derived_from
समोष,Hindi,borrowed_from
κορτσόπον,Greek,derived_from
κορίτς,Greek,derived_from
φουφού,Greek,derived_from
malorozamente,French,derived_from
κορίτς,Greek,derived_from
capuchino,Italian,borrowed_from
خدمة,Arabic,inherited_from
κορίτς,Greek,derived_from
manque,Latin,derived_from
fagotto,Italian,borrowed_from
κορτσόπον,Greek,derived_from
sabat,French,borrowed_from
काटकसर,Hindi,derived_from
belicos,Latin,borrowed_from
protein,French,borrowed_from
कर्गद,Hindi,borrowed_from
libidine,Latin,derived_from
κορίτς,Greek,derived_from
batiu,French,borrowed_from
نقب,Arabic,borrowed_from
تباكى,Arabic,inherited_from
عزت,Arabic,derived_from
